Text_Response,HealthLiteracy_Score,HealthNumeracy_Score,TrustInDoctors_Score,AnxietyVisiting_Score,DrugExperience_Rating,Age,Gender,Race,Income,Education
I don’t get what doctors say most of the time.,2.6,2.3,4.3,5.4,1.3,78,Female,Asian,"> £50,000",University Degree
I understand most medical terms and ask informed questions. I trust my doctor and their advice completely.,9.5,7.9,7.6,2.6,3.4,42,Male,Black,"< £30,000",High School
Doctors have always helped me recover well. I have had mostly positive experiences with prescribed medications.,5.8,9.8,7.7,6.2,4.4,38,Non-binary,Not Specified,"< £30,000",College Diploma
I often nod even when I don’t understand. Doctors have always helped me recover well.,2.4,1.1,7.2,1.9,1.5,74,Female,Asian,"> £50,000",Postgraduate
My doctor uses terminology I understand well. Clinics give me panic attacks sometimes.,7.7,3.4,6.7,9.3,2.3,53,Female,Not Specified,"> £50,000",Postgraduate
I often nod even when I don’t understand.,3.0,2.0,2.2,1.6,1.4,47,Female,White,"< £30,000",University Degree
"Visiting the doctor makes me nervous. My trust in healthcare professionals is very high. After a few trials, I found the right medication for my condition.",4.9,3.9,7.4,8.8,4.1,47,Female,White,"> £50,000",College Diploma
Doctors have always helped me recover well.,5.8,1.9,7.4,4.3,1.3,80,Non-binary,White,"> £50,000",High School
"Medical journals help me stay informed about my condition. I avoid going to hospitals unless absolutely necessary. After a few trials, I found the right medication for my condition.",8.6,4.0,3.0,8.8,4.6,36,Non-binary,Not Specified,"< £30,000",High School
Visiting the doctor makes me nervous.,4.1,4.2,6.2,7.6,1.3,21,Female,Not Specified,"> £50,000",College Diploma
"Clinics give me panic attacks sometimes. Some drugs caused side effects, but I worked with my doctor to adjust.",6.3,9.6,3.4,9.2,4.8,56,Non-binary,Black,"< £30,000",University Degree
"Visiting the doctor makes me nervous. After a few trials, I found the right medication for my condition.",3.4,7.8,3.1,7.6,4.2,52,Female,Not Specified,"£30,000-£50,000",University Degree
"I’ve had the same doctor for years, and I feel confident in their care.",3.2,7.4,8.3,4.2,1.7,50,Male,White,"< £30,000",Postgraduate
Medical terms confuse me a lot. I feel really anxious before seeing any doctor. My physician always listens to me.,1.8,6.2,9.8,8.4,2.7,35,Female,Black,"< £30,000",High School
,5.8,3.5,2.5,5.3,2.9,30,Non-binary,Other,"> £50,000",College Diploma
,5.7,9.6,6.4,6.5,1.5,73,Male,Asian,"£30,000-£50,000",High School
I always research symptoms and medication before appointments. I trust my doctor and their advice completely.,10.0,8.0,8.9,4.7,3.0,74,Male,Black,"< £30,000",High School
Visiting the doctor makes me nervous. Doctors have always helped me recover well.,5.7,2.7,7.2,9.1,1.7,53,Non-binary,Other,"< £30,000",University Degree
I don’t get what doctors say most of the time.,1.8,7.6,3.5,6.6,3.8,33,Non-binary,White,"> £50,000",High School
"I feel really anxious before seeing any doctor. Some drugs caused side effects, but I worked with my doctor to adjust.",3.9,8.3,5.9,8.8,4.1,51,Non-binary,Not Specified,"> £50,000",High School
Medical journals help me stay informed about my condition.,8.8,1.2,3.2,1.8,2.8,25,Female,White,"< £30,000",High School
Medical journals help me stay informed about my condition. My physician always listens to me.,9.0,5.2,8.6,3.9,2.4,54,Non-binary,Black,"< £30,000",College Diploma
I understand most medical terms and ask informed questions. I trust my doctor and their advice completely. Medication has been effective in managing my symptoms.,9.1,4.8,8.1,3.1,4.8,77,Female,Not Specified,"> £50,000",Postgraduate
I have had mostly positive experiences with prescribed medications.,6.2,7.8,1.8,5.4,4.6,18,Non-binary,Asian,"£30,000-£50,000",High School
I always research symptoms and medication before appointments.,8.9,1.4,3.7,5.0,1.7,45,Female,Asian,"£30,000-£50,000",College Diploma
My doctor uses terminology I understand well. Clinics give me panic attacks sometimes.,7.6,2.7,4.1,7.0,2.9,21,Male,Not Specified,"> £50,000",University Degree
Medical journals help me stay informed about my condition. I feel really anxious before seeing any doctor.,7.6,9.7,2.0,7.4,1.9,45,Male,White,"> £50,000",College Diploma
,4.7,1.3,2.2,3.9,2.4,77,Male,Not Specified,"< £30,000",University Degree
"I feel confident navigating health portals and understanding prescriptions. I’ve had the same doctor for years, and I feel confident in their care.",9.1,7.7,9.7,6.4,2.0,23,Non-binary,Not Specified,"> £50,000",University Degree
I feel really anxious before seeing any doctor.,3.9,3.9,3.9,7.1,3.1,50,Male,Not Specified,"£30,000-£50,000",College Diploma
,4.5,2.3,1.2,3.0,1.4,30,Non-binary,Asian,"> £50,000",High School
I feel confident navigating health portals and understanding prescriptions. Doctors have always helped me recover well.,8.1,2.0,7.5,4.5,1.3,22,Female,Black,"£30,000-£50,000",College Diploma
I understand most medical terms and ask informed questions. I get sweaty palms before appointments.,8.3,6.2,3.1,9.1,1.2,44,Male,Other,"£30,000-£50,000",Postgraduate
It’s hard to follow what my doctor says. Doctors have always helped me recover well.,2.8,7.8,7.4,3.6,1.2,56,Female,Asian,"> £50,000",University Degree
I understand most medical terms and ask informed questions. Prescription drugs really helped my chronic pain.,8.7,3.8,2.8,5.6,4.6,46,Male,White,"< £30,000",High School
I feel lost when reading health information. Prescription drugs really helped my chronic pain.,1.4,7.9,6.2,4.8,4.0,35,Non-binary,White,"< £30,000",High School
I understand most medical terms and ask informed questions. I avoid going to hospitals unless absolutely necessary.,9.7,3.1,2.3,9.2,3.7,76,Male,Black,"> £50,000",Postgraduate
"I feel really anxious before seeing any doctor. My trust in healthcare professionals is very high. Some drugs caused side effects, but I worked with my doctor to adjust.",4.9,6.2,7.7,8.0,4.7,79,Male,Black,"£30,000-£50,000",College Diploma
,4.8,3.6,6.8,4.7,3.4,50,Male,Other,"£30,000-£50,000",University Degree
Clinics give me panic attacks sometimes. Medication has been effective in managing my symptoms.,4.8,2.4,5.2,7.2,4.2,75,Male,Other,"< £30,000",University Degree
I feel really anxious before seeing any doctor.,5.4,2.5,4.7,8.1,2.7,37,Male,Black,"£30,000-£50,000",Postgraduate
I understand most medical terms and ask informed questions. Clinics give me panic attacks sometimes.,7.3,5.6,3.2,8.2,1.3,18,Female,White,"< £30,000",High School
,5.7,2.9,1.6,5.5,3.0,53,Non-binary,Asian,"< £30,000",High School
"I feel confident navigating health portals and understanding prescriptions. I’ve had the same doctor for years, and I feel confident in their care.",7.4,7.7,7.6,4.7,3.5,61,Female,White,"> £50,000",College Diploma
I feel really anxious before seeing any doctor.,6.2,4.8,6.4,9.5,1.8,54,Male,Asian,"> £50,000",Postgraduate
My doctor uses terminology I understand well.,9.2,1.5,3.8,3.6,3.5,74,Male,White,"£30,000-£50,000",College Diploma
I don’t get what doctors say most of the time. I trust my doctor and their advice completely.,2.2,8.9,8.5,6.9,2.8,21,Female,Other,"£30,000-£50,000",High School
Medical journals help me stay informed about my condition. I feel really anxious before seeing any doctor.,9.4,8.5,5.5,7.3,3.3,26,Non-binary,Black,"> £50,000",College Diploma
,6.3,4.0,5.2,1.7,2.4,19,Male,Black,"< £30,000",College Diploma
I always research symptoms and medication before appointments. My physician always listens to me.,7.3,9.6,9.7,6.0,3.4,54,Non-binary,Other,"< £30,000",University Degree
I don’t get what doctors say most of the time.,2.7,7.3,1.6,3.6,3.7,19,Non-binary,Asian,"> £50,000",University Degree
My physician always listens to me.,3.8,1.4,8.5,3.8,1.3,49,Non-binary,Other,"£30,000-£50,000",University Degree
I don’t get what doctors say most of the time. I avoid going to hospitals unless absolutely necessary.,1.7,3.3,2.6,8.0,2.3,79,Non-binary,Asian,"£30,000-£50,000",Postgraduate
My doctor uses terminology I understand well. I avoid going to hospitals unless absolutely necessary.,8.2,2.6,5.4,7.2,3.6,59,Male,Black,"£30,000-£50,000",Postgraduate
"Some drugs caused side effects, but I worked with my doctor to adjust.",6.4,9.3,3.1,5.4,4.5,42,Male,White,"> £50,000",High School
I often nod even when I don’t understand.,1.7,1.5,3.1,6.7,2.0,33,Male,Asian,"£30,000-£50,000",College Diploma
I feel lost when reading health information.,2.7,5.1,6.5,3.2,2.2,49,Male,Asian,"< £30,000",University Degree
I get sweaty palms before appointments. My physician always listens to me.,6.5,9.5,7.1,8.0,2.5,79,Female,White,"£30,000-£50,000",Postgraduate
Doctors have always helped me recover well. Prescription drugs really helped my chronic pain.,3.5,5.1,8.3,5.1,4.4,28,Female,White,"> £50,000",College Diploma
Medical journals help me stay informed about my condition.,9.9,1.6,1.4,2.3,2.5,43,Female,White,"> £50,000",Postgraduate
Medical terms confuse me a lot.,2.2,8.8,1.2,3.8,1.7,63,Female,Asian,"> £50,000",Postgraduate
Medical journals help me stay informed about my condition. I get sweaty palms before appointments. Doctors have always helped me recover well.,9.4,7.0,9.2,9.8,3.0,72,Male,Asian,"< £30,000",Postgraduate
Visiting the doctor makes me nervous.,3.1,2.7,3.0,7.4,1.2,50,Female,Not Specified,"£30,000-£50,000",Postgraduate
Medical terms confuse me a lot. I avoid going to hospitals unless absolutely necessary.,1.5,6.5,6.8,7.0,2.5,71,Male,Black,"> £50,000",High School
I understand most medical terms and ask informed questions. I get sweaty palms before appointments. Medication has been effective in managing my symptoms.,8.3,5.8,1.9,8.2,4.8,18,Male,Other,"< £30,000",University Degree
I often nod even when I don’t understand. Prescription drugs really helped my chronic pain.,1.5,4.5,5.4,2.3,4.5,37,Male,Black,"< £30,000",University Degree
Doctors have always helped me recover well.,3.6,8.0,7.0,6.4,1.8,37,Male,Asian,"> £50,000",Postgraduate
I often nod even when I don’t understand. Medication has been effective in managing my symptoms.,3.0,1.4,3.2,4.1,4.3,53,Male,White,"< £30,000",High School
"Clinics give me panic attacks sometimes. Some drugs caused side effects, but I worked with my doctor to adjust.",4.3,7.8,5.0,8.1,4.9,71,Female,Not Specified,"> £50,000",University Degree
I avoid going to hospitals unless absolutely necessary.,3.2,8.8,6.6,8.4,3.6,34,Non-binary,Black,"< £30,000",Postgraduate
I have had mostly positive experiences with prescribed medications.,4.8,3.1,1.6,5.8,5.0,69,Female,White,"< £30,000",High School
I understand most medical terms and ask informed questions. Clinics give me panic attacks sometimes. Doctors have always helped me recover well.,7.6,3.9,8.4,7.9,2.1,49,Male,Not Specified,"> £50,000",High School
Medical terms confuse me a lot. I avoid going to hospitals unless absolutely necessary. My trust in healthcare professionals is very high.,1.1,2.1,8.9,8.5,2.2,33,Male,Other,"< £30,000",University Degree
I feel really anxious before seeing any doctor. My trust in healthcare professionals is very high.,3.6,8.1,9.4,8.0,3.4,68,Female,Not Specified,"> £50,000",College Diploma
Visiting the doctor makes me nervous.,3.2,5.7,3.1,8.3,2.5,51,Female,Not Specified,"£30,000-£50,000",High School
I always research symptoms and medication before appointments. I trust my doctor and their advice completely.,8.5,4.4,8.4,4.0,2.8,43,Female,White,"£30,000-£50,000",High School
My physician always listens to me.,6.5,1.6,9.5,6.2,3.0,29,Male,Black,"£30,000-£50,000",University Degree
My doctor uses terminology I understand well. I feel really anxious before seeing any doctor.,8.6,8.8,5.7,9.3,1.3,60,Non-binary,Asian,"< £30,000",College Diploma
I feel lost when reading health information.,2.0,6.4,4.2,5.2,2.3,25,Non-binary,Other,"< £30,000",University Degree
Visiting the doctor makes me nervous. Prescription drugs really helped my chronic pain.,4.6,8.4,6.3,10.0,4.1,65,Non-binary,Other,"< £30,000",College Diploma
I feel really anxious before seeing any doctor.,3.5,3.4,4.0,8.6,1.1,24,Non-binary,Not Specified,"£30,000-£50,000",High School
,3.1,9.1,6.8,3.0,1.9,30,Male,White,"> £50,000",College Diploma
"I always research symptoms and medication before appointments. After a few trials, I found the right medication for my condition.",8.8,9.0,3.3,4.8,4.3,24,Non-binary,Other,"> £50,000",High School
I feel confident navigating health portals and understanding prescriptions. Visiting the doctor makes me nervous.,7.9,8.3,5.7,9.2,2.3,69,Female,White,"< £30,000",College Diploma
I don’t get what doctors say most of the time. I get sweaty palms before appointments.,2.4,7.4,5.9,8.7,1.3,70,Male,Black,"< £30,000",Postgraduate
I always research symptoms and medication before appointments.,8.6,3.6,6.9,1.4,3.4,70,Female,Not Specified,"£30,000-£50,000",High School
"I understand most medical terms and ask informed questions. After a few trials, I found the right medication for my condition.",7.5,4.3,2.9,5.8,4.3,74,Non-binary,Other,"< £30,000",University Degree
Visiting the doctor makes me nervous.,3.9,3.3,3.5,9.5,2.4,64,Non-binary,Asian,"< £30,000",University Degree
I don’t get what doctors say most of the time. I trust my doctor and their advice completely. Prescription drugs really helped my chronic pain.,1.0,8.0,7.3,2.2,4.9,70,Non-binary,Asian,"£30,000-£50,000",High School
I get sweaty palms before appointments.,6.5,5.5,4.4,9.1,2.0,79,Female,Asian,"< £30,000",University Degree
My physician always listens to me.,3.6,2.1,7.8,6.4,3.4,28,Non-binary,White,"< £30,000",Postgraduate
It’s hard to follow what my doctor says. My physician always listens to me. Medication has been effective in managing my symptoms.,3.0,6.9,7.9,4.2,4.2,53,Non-binary,Other,"> £50,000",High School
Medication has been effective in managing my symptoms.,4.1,7.8,1.3,6.0,4.9,56,Male,Black,"£30,000-£50,000",High School
I understand most medical terms and ask informed questions. Medication has been effective in managing my symptoms.,9.8,3.5,5.0,1.6,4.5,24,Female,White,"> £50,000",High School
I avoid going to hospitals unless absolutely necessary.,6.1,4.5,2.0,9.5,3.1,80,Male,Black,"< £30,000",Postgraduate
Medication has been effective in managing my symptoms.,3.5,4.2,3.4,6.4,4.7,48,Female,White,"> £50,000",College Diploma
I understand most medical terms and ask informed questions. I trust my doctor and their advice completely.,8.7,5.1,8.4,4.8,2.0,39,Male,White,"£30,000-£50,000",Postgraduate
I understand most medical terms and ask informed questions. I avoid going to hospitals unless absolutely necessary.,9.9,3.7,3.9,9.9,1.5,75,Male,Black,"£30,000-£50,000",High School
